"","YAG","region","SECTIONNAME","trained_in_region","number_of_providers","subject_name","living_in_region","earnings_median","difference","difference_prop"
"4168",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",45,7,"History and archaeology",50,13100,5,0.111111111111111
"4169",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,3,"Languages and area studies",10,6600,0,0
"4170",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",15,4,"Law",15,12400,0,0
"4171",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",15,4,"Materials and technology",5,-10000,-10,-0.666666666666667
"4172",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,3,"Mathematical sciences",10,-10000,0,0
"4173",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",55,7,"Media, journalism and communications",45,15000,-10,-0.181818181818182
"4174",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0,2,"Medical sciences",5,-10000,5,Inf
"4175",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0,2,"Nursing and midwifery",0,-10000,0,NA
"4176",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",130,12,"Performing arts",160,12400,30,0.230769230769231
"4177",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,3,"Philosophy and religious studies",10,-10000,0,0
"4178",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,3,"Physics and astronomy",5,-10000,0,0
"4179",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",15,6,"Politics",15,12800,0,0
"4180",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",35,8,"Psychology",25,15700,-10,-0.285714285714286
"4181",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",30,9,"Sociology, social policy and anthropology",40,16100,10,0.333333333333333
"4182",1,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",50,10,"Sport and exercise sciences",50,16400,0,0
"4183",1,"South West","ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES",0,1,"History and archaeology",NA,NA,NA,NA
"4184",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Biosciences",0,-10000,0,NA
"4185",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,2,"Business and management",0,-10000,0,NA
"4186",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,2,"Creative arts and design",0,-10000,0,NA
"4187",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,3,"Education and teaching",5,-10000,0,0
"4188",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Engineering",0,-10000,0,NA
"4189",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,2,"English studies",0,-10000,0,NA
"4190",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",30,1,"Health and social care",5,-10000,-25,-0.833333333333333
"4191",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Law",0,-10000,0,NA
"4192",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Nursing and midwifery",0,-10000,0,NA
"4193",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Performing arts",0,-10000,0,NA
"4194",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Psychology",0,-10000,0,NA
"4195",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Sociology, social policy and anthropology",0,-10000,0,NA
"4196",1,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,2,"Sport and exercise sciences",0,-10000,0,NA
"4197",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",20,4,"Agriculture, food and related studies",15,18600,-5,-0.25
"4198",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,3,"Allied health",10,23000,0,0
"4199",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,4,"Architecture, building and planning",10,20600,-5,-0.333333333333333
"4200",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",65,9,"Biosciences",40,17500,-25,-0.384615384615385
"4201",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",275,16,"Business and management",175,21500,-100,-0.363636363636364
"4202",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,3,"Chemistry",15,17900,0,0
"4203",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,3,"Combined and general studies",15,20600,0,0
"4204",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",60,8,"Computing",35,17700,-25,-0.416666666666667
"4205",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",125,10,"Creative arts and design",85,16000,-40,-0.32
"4206",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",25,5,"Economics",15,26600,-10,-0.4
"4207",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",40,7,"Education and teaching",45,13900,5,0.125
"4208",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",35,7,"Engineering",20,21400,-15,-0.428571428571429
"4209",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",50,8,"English studies",50,18200,0,0
"4210",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,2,"General, applied and forensic sciences",5,-10000,0,0
"4211",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",70,6,"Geography, earth and environmental studies",50,19300,-20,-0.285714285714286
"4212",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",20,6,"Health and social care",15,17500,-5,-0.25
"4213",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",65,7,"History and archaeology",45,19700,-20,-0.307692307692308
"4214",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",45,4,"Languages and area studies",25,20800,-20,-0.444444444444444
"4215",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",40,6,"Law",35,19000,-5,-0.125
"4216",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,3,"Materials and technology",10,-10000,0,0
"4217",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",25,5,"Mathematical sciences",15,22800,-10,-0.4
"4218",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",60,7,"Media, journalism and communications",30,17900,-30,-0.5
"4219",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,2,"Medical sciences",5,-10000,0,0
"4220",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",0,1,"Medicine and dentistry",NA,NA,NA,NA
"4221",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,3,"Nursing and midwifery",15,27900,0,0
"4222",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",65,11,"Performing arts",65,13900,0,0
"4223",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",0,1,"Pharmacology, toxicology and pharmacy",NA,NA,NA,NA
"4224",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,3,"Philosophy and religious studies",15,18200,0,0
"4225",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,3,"Physics and astronomy",5,-10000,-5,-0.5
"4226",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",40,6,"Politics",20,22600,-20,-0.5
"4227",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",60,8,"Psychology",45,17900,-15,-0.25
"4228",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",65,8,"Sociology, social policy and anthropology",50,17500,-15,-0.230769230769231
"4229",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",55,9,"Sport and exercise sciences",40,17300,-15,-0.272727272727273
"4230",1,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",0,1,"Veterinary sciences",0,-10000,0,NA
"4231",1,"South West","AGRICULTURE, FORESTRY AND FISHING",30,4,"Agriculture, food and related studies",25,20800,-5,-0.166666666666667
"4232",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Architecture, building and planning",NA,NA,NA,NA
"4233",1,"South West","AGRICULTURE, FORESTRY AND FISHING",5,5,"Biosciences",5,-10000,0,0
"4234",1,"South West","AGRICULTURE, FORESTRY AND FISHING",10,4,"Business and management",5,-10000,-5,-0.5
"4235",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Computing",0,-10000,0,NA
"4236",1,"South West","AGRICULTURE, FORESTRY AND FISHING",5,3,"Creative arts and design",0,-10000,-5,-1
"4237",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Economics",0,-10000,0,NA
"4238",1,"South West","AGRICULTURE, FORESTRY AND FISHING",5,2,"Engineering",5,-10000,0,0
"4239",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"English studies",0,-10000,0,NA
"4240",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Geography, earth and environmental studies",5,-10000,5,Inf
"4241",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"History and archaeology",NA,NA,NA,NA
"4242",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Languages and area studies",0,-10000,0,NA
"4243",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Law",0,-10000,0,NA
"4244",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Mathematical sciences",NA,NA,NA,NA
"4245",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,2,"Media, journalism and communications",0,-10000,0,NA
"4246",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Performing arts",0,-10000,0,NA
"4247",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Philosophy and religious studies",NA,NA,NA,NA
"4248",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Politics",NA,NA,NA,NA
"4249",1,"South West","AGRICULTURE, FORESTRY AND FISHING",0,1,"Psychology",NA,NA,NA,NA
"4250",1,"South West","AGRICULTURE, FORESTRY AND FISHING",5,3,"Sport and exercise sciences",0,-10000,-5,-1
"4251",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",20,4,"Agriculture, food and related studies",15,15700,-5,-0.25
"4252",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",5,2,"Allied health",5,-10000,0,0
"4253",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",30,10,"Biosciences",25,12000,-5,-0.166666666666667
"4254",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",70,14,"Business and management",40,20100,-30,-0.428571428571429
"4255",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",0,1,"Chemistry",0,-10000,0,NA
"4256",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",0,1,"Combined and general studies",10,-10000,10,Inf
"4257",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",5,3,"Computing",5,-10000,0,0
"4258",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",85,10,"Creative arts and design",60,12800,-25,-0.294117647058824
"4259",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",10,5,"Economics",5,-10000,-5,-0.5
"4260",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",10,5,"Education and teaching",10,-10000,0,0
"4261",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",10,5,"Engineering",5,-10000,-5,-0.5
"4262",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",25,7,"English studies",15,15000,-10,-0.4
"4263",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",0,1,"General, applied and forensic sciences",NA,NA,NA,NA
"4264",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",20,5,"Geography, earth and environmental studies",15,17200,-5,-0.25
"4265",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",0,3,"Health and social care",0,-10000,0,NA
"4266",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",20,6,"History and archaeology",15,17200,-5,-0.25
"4267",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",5,3,"Languages and area studies",5,-10000,0,0
"4268",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",5,3,"Law",5,-10000,0,0
"4269",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",0,2,"Materials and technology",5,-10000,5,Inf
"4270",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",5,5,"Mathematical sciences",5,-10000,0,0
"4271",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",30,6,"Media, journalism and communications",20,16400,-10,-0.333333333333333
"4272",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",0,1,"Medicine and dentistry",NA,NA,NA,NA
"4273",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",0,1,"Nursing and midwifery",0,-10000,0,NA
"4274",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",75,11,"Performing arts",65,13900,-10,-0.133333333333333
"4275",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",10,4,"Philosophy and religious studies",5,-10000,-5,-0.5
"4276",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",5,2,"Physics and astronomy",0,-10000,-5,-1
"4277",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",5,3,"Politics",5,-10000,0,0
"4278",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",10,6,"Psychology",10,-10000,0,0
"4279",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",10,5,"Sociology, social policy and anthropology",5,-10000,-5,-0.5
"4280",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",80,9,"Sport and exercise sciences",55,15300,-25,-0.3125
"4281",1,"South West","ARTS, ENTERTAINMENT AND RECREATION",0,1,"Veterinary sciences",NA,NA,NA,NA
"4282",1,"South West","CONSTRUCTION",5,2,"Agriculture, food and related studies",0,-10000,-5,-1
"4283",1,"South West","CONSTRUCTION",0,2,"Allied health",0,-10000,0,NA
"4284",1,"South West","CONSTRUCTION",50,5,"Architecture, building and planning",55,29900,5,0.1
"4285",1,"South West","CONSTRUCTION",0,3,"Biosciences",5,-10000,5,Inf
"4286",1,"South West","CONSTRUCTION",35,6,"Business and management",25,23400,-10,-0.285714285714286
"4287",1,"South West","CONSTRUCTION",0,1,"Combined and general studies",0,-10000,0,NA
"4288",1,"South West","CONSTRUCTION",5,4,"Computing",5,-10000,0,0
"4289",1,"South West","CONSTRUCTION",15,5,"Creative arts and design",10,-10000,-5,-0.333333333333333
"4290",1,"South West","CONSTRUCTION",5,4,"Economics",0,-10000,-5,-1
"4291",1,"South West","CONSTRUCTION",0,2,"Education and teaching",0,-10000,0,NA
"4292",1,"South West","CONSTRUCTION",50,6,"Engineering",25,27700,-25,-0.5
"4293",1,"South West","CONSTRUCTION",0,2,"English studies",5,-10000,5,Inf
"4294",1,"South West","CONSTRUCTION",0,1,"General, applied and forensic sciences",0,-10000,0,NA
"4295",1,"South West","CONSTRUCTION",20,7,"Geography, earth and environmental studies",10,-10000,-10,-0.5
"4296",1,"South West","CONSTRUCTION",0,1,"Health and social care",0,-10000,0,NA
"4297",1,"South West","CONSTRUCTION",0,3,"History and archaeology",5,-10000,5,Inf
"4298",1,"South West","CONSTRUCTION",0,2,"Languages and area studies",0,-10000,0,NA
"4299",1,"South West","CONSTRUCTION",5,2,"Law",0,-10000,-5,-1
"4300",1,"South West","CONSTRUCTION",10,3,"Materials and technology",5,-10000,-5,-0.5
"4301",1,"South West","CONSTRUCTION",0,1,"Mathematical sciences",0,-10000,0,NA
"4302",1,"South West","CONSTRUCTION",5,3,"Media, journalism and communications",0,-10000,-5,-1
"4303",1,"South West","CONSTRUCTION",0,2,"Nursing and midwifery",0,-10000,0,NA
"4304",1,"South West","CONSTRUCTION",5,3,"Performing arts",5,-10000,0,0
"4305",1,"South West","CONSTRUCTION",0,1,"Philosophy and religious studies",0,-10000,0,NA
"4306",1,"South West","CONSTRUCTION",0,1,"Politics",0,-10000,0,NA
"4307",1,"South West","CONSTRUCTION",5,5,"Psychology",5,-10000,0,0
"4308",1,"South West","CONSTRUCTION",5,4,"Sociology, social policy and anthropology",5,-10000,0,0
"4309",1,"South West","CONSTRUCTION",10,6,"Sport and exercise sciences",10,-10000,0,0
"4310",1,"South West","EDUCATION",15,3,"Agriculture, food and related studies",10,-10000,-5,-0.333333333333333
"4311",1,"South West","EDUCATION",25,11,"Allied health",30,19700,5,0.2
"4312",1,"South West","EDUCATION",5,2,"Architecture, building and planning",10,-10000,5,1
"4313",1,"South West","EDUCATION",50,8,"Biosciences",30,15700,-20,-0.4
"4314",1,"South West","EDUCATION",65,13,"Business and management",50,19000,-15,-0.230769230769231
"4315",1,"South West","EDUCATION",10,3,"Chemistry",5,-10000,-5,-0.5
"4316",1,"South West","EDUCATION",10,2,"Combined and general studies",60,17900,50,5
"4317",1,"South West","EDUCATION",30,10,"Computing",30,22600,0,0
"4318",1,"South West","EDUCATION",120,9,"Creative arts and design",90,15000,-30,-0.25
"4319",1,"South West","EDUCATION",5,4,"Economics",0,-10000,-5,-1
"4320",1,"South West","EDUCATION",500,12,"Education and teaching",615,19700,115,0.23
"4321",1,"South West","EDUCATION",15,6,"Engineering",15,23400,0,0
"4322",1,"South West","EDUCATION",80,9,"English studies",75,16300,-5,-0.0625
"4323",1,"South West","EDUCATION",0,1,"General, applied and forensic sciences",5,-10000,5,Inf
"4324",1,"South West","EDUCATION",45,7,"Geography, earth and environmental studies",35,19300,-10,-0.222222222222222
"4325",1,"South West","EDUCATION",120,9,"Health and social care",130,27000,10,0.0833333333333333
"4326",1,"South West","EDUCATION",55,8,"History and archaeology",65,16800,10,0.181818181818182
"4327",1,"South West","EDUCATION",25,3,"Languages and area studies",20,14200,-5,-0.2
"4328",1,"South West","EDUCATION",10,5,"Law",10,26300,0,0
"4329",1,"South West","EDUCATION",5,3,"Materials and technology",5,-10000,0,0
"4330",1,"South West","EDUCATION",20,3,"Mathematical sciences",15,22600,-5,-0.25
"4331",1,"South West","EDUCATION",15,5,"Media, journalism and communications",20,16800,5,0.333333333333333
"4332",1,"South West","EDUCATION",10,2,"Medical sciences",5,-10000,-5,-0.5
"4333",1,"South West","EDUCATION",5,3,"Nursing and midwifery",5,-10000,0,0
"4334",1,"South West","EDUCATION",75,10,"Performing arts",80,13900,5,0.0666666666666667
"4335",1,"South West","EDUCATION",0,1,"Pharmacology, toxicology and pharmacy",NA,NA,NA,NA
"4336",1,"South West","EDUCATION",15,5,"Philosophy and religious studies",15,19000,0,0
"4337",1,"South West","EDUCATION",5,3,"Physics and astronomy",10,-10000,5,1
"4338",1,"South West","EDUCATION",10,4,"Politics",10,18200,0,0
"4339",1,"South West","EDUCATION",80,9,"Psychology",90,13900,10,0.125
"4340",1,"South West","EDUCATION",50,10,"Sociology, social policy and anthropology",50,17200,0,0
"4341",1,"South West","EDUCATION",110,8,"Sport and exercise sciences",95,13900,-15,-0.136363636363636
"4342",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Biosciences",NA,NA,NA,NA
"4343",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,3,"Business and management",10,-10000,5,1
"4344",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,2,"Chemistry",0,-10000,-5,-1
"4345",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,2,"Combined and general studies",5,-10000,5,Inf
"4346",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,1,"Computing",0,-10000,-5,-1
"4347",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,3,"Creative arts and design",5,-10000,-5,-0.5
"4348",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Economics",0,-10000,0,NA
"4349",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Education and teaching",0,-10000,0,NA
"4350",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",15,5,"Engineering",10,-10000,-5,-0.333333333333333
"4351",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"English studies",0,-10000,0,NA
"4352",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,3,"Geography, earth and environmental studies",5,-10000,0,0
"4353",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,4,"History and archaeology",0,-10000,-5,-1
"4354",1,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Languages and area studies",0,-10000,0,NA
