"","X","sex.x","subject_name.x","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"9005",9005,"M","Media, journalism and communications",3,"CONSTRUCTION",5,"EDUCATION",1183,"First degree"
"9006",9006,"M","Media, journalism and communications",3,"CONSTRUCTION",5,"FINANCIAL AND INSURANCE ACTIVITIES",1574,"First degree"
"9007",9007,"M","Media, journalism and communications",3,"CONSTRUCTION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",859,"First degree"
"9008",9008,"M","Media, journalism and communications",3,"EDUCATION",5,"MANUFACTURING",518,"First degree"
"9009",9009,"M","Media, journalism and communications",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",1206,"First degree"
"9010",9010,"M","Media, journalism and communications",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"CONSTRUCTION",79,"First degree"
"9011",9011,"M","Media, journalism and communications",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"MANUFACTURING",531,"First degree"
"9012",9012,"M","Media, journalism and communications",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",1003,"First degree"
"9013",9013,"M","Media, journalism and communications",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",372,"First degree"
"9014",9014,"M","Media, journalism and communications",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"TRANSPORTATION AND STORAGE",728,"First degree"
"9015",9015,"M","Media, journalism and communications",3,"INFORMATION AND COMMUNICATION",5,"CONSTRUCTION",1082,"First degree"
"9016",9016,"M","Media, journalism and communications",3,"INFORMATION AND COMMUNICATION",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",197,"First degree"
"9017",9017,"M","Media, journalism and communications",3,"INFORMATION AND COMMUNICATION",5,"MANUFACTURING",4,"First degree"
"9018",9018,"M","Media, journalism and communications",3,"INFORMATION AND COMMUNICATION",5,"TRANSPORTATION AND STORAGE",1814,"First degree"
"9019",9019,"M","Media, journalism and communications",3,"INFORMATION AND COMMUNICATION",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",516,"First degree"
"9020",9020,"M","Media, journalism and communications",3,"MANUFACTURING",5,"AGRICULTURE, FORESTRY AND FISHING",2363,"First degree"
"9021",9021,"M","Media, journalism and communications",3,"MANUFACTURING",5,"EDUCATION",1929,"First degree"
"9022",9022,"M","Media, journalism and communications",3,"MINING AND QUARRYING",5,"MANUFACTURING",1721,"First degree"
"9023",9023,"M","Media, journalism and communications",3,"OTHER SERVICE ACTIVITIES",5,"MANUFACTURING",434,"First degree"
"9024",9024,"M","Media, journalism and communications",3,"OTHER SERVICE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",252,"First degree"
"9025",9025,"M","Media, journalism and communications",3,"OTHER SERVICE ACTIVITIES",5,"TRANSPORTATION AND STORAGE",1745,"First degree"
"9026",9026,"M","Media, journalism and communications",3,"OTHER SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1222,"First degree"
"9027",9027,"M","Media, journalism and communications",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"FINANCIAL AND INSURANCE ACTIVITIES",481,"First degree"
"9028",9028,"M","Media, journalism and communications",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"MANUFACTURING",708,"First degree"
"9029",9029,"M","Media, journalism and communications",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"OTHER SERVICE ACTIVITIES",3056,"First degree"
"9030",9030,"M","Media, journalism and communications",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2796,"First degree"
"9031",9031,"M","Media, journalism and communications",3,"REAL ESTATE ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",684,"First degree"
"9032",9032,"M","Media, journalism and communications",3,"REAL ESTATE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",2109,"First degree"
"9033",9033,"M","Media, journalism and communications",3,"REAL ESTATE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",313,"First degree"
"9034",9034,"M","Media, journalism and communications",3,"TRANSPORTATION AND STORAGE",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",365,"First degree"
"9035",9035,"M","Media, journalism and communications",3,"TRANSPORTATION AND STORAGE",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1286,"First degree"
"9036",9036,"M","Media, journalism and communications",3,"TRANSPORTATION AND STORAGE",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2825,"First degree"
"9037",9037,"M","Media, journalism and communications",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",233,"First degree"
"9038",9038,"M","Media, journalism and communications",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"AGRICULTURE, FORESTRY AND FISHING",679,"First degree"
"9039",9039,"M","Media, journalism and communications",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",926,"First degree"
"9040",9040,"M","Medical sciences",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"EDUCATION",871,"First degree"
"9041",9041,"M","Medical sciences",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1696,"First degree"
"9042",9042,"M","Medical sciences",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",370,"First degree"
"9043",9043,"M","Medical sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1303,"First degree"
"9044",9044,"M","Medical sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",1676,"First degree"
"9045",9045,"M","Medical sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",14,"First degree"
"9046",9046,"M","Medical sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2319,"First degree"
"9047",9047,"M","Medical sciences",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"EDUCATION",1537,"First degree"
"9048",9048,"M","Medical sciences",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",439,"First degree"
"9049",9049,"M","Medical sciences",3,"EDUCATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",997,"First degree"
"9050",9050,"M","Medical sciences",3,"EDUCATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1625,"First degree"
"9051",9051,"M","Medical sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",321,"First degree"
"9052",9052,"M","Medical sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"EDUCATION",322,"First degree"
"9053",9053,"M","Medical sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1886,"First degree"
"9054",9054,"M","Medical sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1498,"First degree"
"9055",9055,"M","Medical sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"CONSTRUCTION",1371,"First degree"
"9056",9056,"M","Medical sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"INFORMATION AND COMMUNICATION",1165,"First degree"
"9057",9057,"M","Medical sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",2353,"First degree"
"9058",9058,"M","Medical sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"TRANSPORTATION AND STORAGE",1998,"First degree"
"9059",9059,"M","Medical sciences",3,"INFORMATION AND COMMUNICATION",5,"CONSTRUCTION",1395,"First degree"
"9060",9060,"M","Medical sciences",3,"MANUFACTURING",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1791,"First degree"
"9061",9061,"M","Medical sciences",3,"OTHER SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1735,"First degree"
"9062",9062,"M","Medical sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",1891,"First degree"
"9063",9063,"M","Medical sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"INFORMATION AND COMMUNICATION",244,"First degree"
"9064",9064,"M","Medical sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"TRANSPORTATION AND STORAGE",481,"First degree"
"9065",9065,"M","Medical sciences",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"EDUCATION",408,"First degree"
"9066",9066,"M","Medical sciences",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1304,"First degree"
"9067",9067,"M","Medical sciences",3,"TRANSPORTATION AND STORAGE",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1339,"First degree"
"9068",9068,"M","Medical sciences",3,"TRANSPORTATION AND STORAGE",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1504,"First degree"
"9069",9069,"M","Medical sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",307,"First degree"
"9070",9070,"M","Medical sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"AGRICULTURE, FORESTRY AND FISHING",1757,"First degree"
"9071",9071,"M","Medical sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"FINANCIAL AND INSURANCE ACTIVITIES",234,"First degree"
"9072",9072,"M","Medical sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"INFORMATION AND COMMUNICATION",1823,"First degree"
"9073",9073,"M","Medicine and dentistry",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"TRANSPORTATION AND STORAGE",2079,"First degree"
"9074",9074,"M","Medicine and dentistry",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1968,"First degree"
"9075",9075,"M","Medicine and dentistry",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1096,"First degree"
"9076",9076,"M","Medicine and dentistry",3,"INFORMATION AND COMMUNICATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",807,"First degree"
"9077",9077,"M","Medicine and dentistry",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",311,"First degree"
"9078",9078,"M","Medicine and dentistry",3,"REAL ESTATE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",231,"First degree"
"9079",9079,"M","Medicine and dentistry",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"INFORMATION AND COMMUNICATION",858,"First degree"
"9080",9080,"M","Nursing and midwifery",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",107,"First degree"
"9081",9081,"M","Nursing and midwifery",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"EDUCATION",1272,"First degree"
"9082",9082,"M","Nursing and midwifery",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",528,"First degree"
"9083",9083,"M","Nursing and midwifery",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"MANUFACTURING",1974,"First degree"
"9084",9084,"M","Nursing and midwifery",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",482,"First degree"
"9085",9085,"M","Nursing and midwifery",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",2510,"First degree"
"9086",9086,"M","Nursing and midwifery",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",482,"First degree"
"9087",9087,"M","Nursing and midwifery",3,"EDUCATION",5,"CONSTRUCTION",2396,"First degree"
"9088",9088,"M","Nursing and midwifery",3,"EDUCATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",39,"First degree"
"9089",9089,"M","Nursing and midwifery",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1435,"First degree"
"9090",9090,"M","Nursing and midwifery",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"INFORMATION AND COMMUNICATION",919,"First degree"
"9091",9091,"M","Nursing and midwifery",3,"INFORMATION AND COMMUNICATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1862,"First degree"
"9092",9092,"M","Nursing and midwifery",3,"MANUFACTURING",5,"MANUFACTURING",634,"First degree"
"9093",9093,"M","Nursing and midwifery",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",41,"First degree"
"9094",9094,"M","Nursing and midwifery",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1235,"First degree"
"9095",9095,"M","Performing arts",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1738,"First degree"
"9096",9096,"M","Performing arts",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",670,"First degree"
"9097",9097,"M","Performing arts",3,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,"EDUCATION",1374,"First degree"
"9098",9098,"M","Performing arts",3,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3049,"First degree"
"9099",9099,"M","Performing arts",3,"AGRICULTURE, FORESTRY AND FISHING",5,"EDUCATION",2286,"First degree"
"9100",9100,"M","Performing arts",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",1105,"First degree"
"9101",9101,"M","Performing arts",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"REAL ESTATE ACTIVITIES",1718,"First degree"
"9102",9102,"M","Performing arts",3,"CONSTRUCTION",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1770,"First degree"
"9103",9103,"M","Performing arts",3,"CONSTRUCTION",5,"EDUCATION",2649,"First degree"
"9104",9104,"M","Performing arts",3,"CONSTRUCTION",5,"MANUFACTURING",2534,"First degree"
"9105",9105,"M","Performing arts",3,"CONSTRUCTION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1393,"First degree"
"9106",9106,"M","Performing arts",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"MANUFACTURING",1138,"First degree"
"9107",9107,"M","Performing arts",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",438,"First degree"
"9108",9108,"M","Performing arts",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"REAL ESTATE ACTIVITIES",2117,"First degree"
"9109",9109,"M","Performing arts",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",1346,"First degree"
"9110",9110,"M","Performing arts",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1949,"First degree"
"9111",9111,"M","Performing arts",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",1064,"First degree"
"9112",9112,"M","Performing arts",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1440,"First degree"
"9113",9113,"M","Performing arts",3,"INFORMATION AND COMMUNICATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",674,"First degree"
"9114",9114,"M","Performing arts",3,"INFORMATION AND COMMUNICATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1629,"First degree"
"9115",9115,"M","Performing arts",3,"INFORMATION AND COMMUNICATION",5,"REAL ESTATE ACTIVITIES",946,"First degree"
"9116",9116,"M","Performing arts",3,"MANUFACTURING",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1343,"First degree"
"9117",9117,"M","Performing arts",3,"MANUFACTURING",5,"AGRICULTURE, FORESTRY AND FISHING",501,"First degree"
"9118",9118,"M","Performing arts",3,"MANUFACTURING",5,"EDUCATION",1234,"First degree"
"9119",9119,"M","Performing arts",3,"MANUFACTURING",5,"FINANCIAL AND INSURANCE ACTIVITIES",560,"First degree"
"9120",9120,"M","Performing arts",3,"MANUFACTURING",5,"INFORMATION AND COMMUNICATION",309,"First degree"
"9121",9121,"M","Performing arts",3,"OTHER SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",514,"First degree"
"9122",9122,"M","Performing arts",3,"OTHER SERVICE ACTIVITIES",5,"CONSTRUCTION",1580,"First degree"
"9123",9123,"M","Performing arts",3,"OTHER SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1657,"First degree"
"9124",9124,"M","Performing arts",3,"OTHER SERVICE ACTIVITIES",5,"MANUFACTURING",683,"First degree"
"9125",9125,"M","Performing arts",3,"OTHER SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",979,"First degree"
"9126",9126,"M","Performing arts",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"AGRICULTURE, FORESTRY AND FISHING",1576,"First degree"
"9127",9127,"M","Performing arts",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MINING AND QUARRYING",26,"First degree"
"9128",9128,"M","Performing arts",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2199,"First degree"
"9129",9129,"M","Performing arts",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"FINANCIAL AND INSURANCE ACTIVITIES",152,"First degree"
"9130",9130,"M","Performing arts",3,"REAL ESTATE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",2573,"First degree"
"9131",9131,"M","Performing arts",3,"REAL ESTATE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",1866,"First degree"
"9132",9132,"M","Performing arts",3,"TRANSPORTATION AND STORAGE",5,"ARTS, ENTERTAINMENT AND RECREATION",906,"First degree"
"9133",9133,"M","Performing arts",3,"TRANSPORTATION AND STORAGE",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",360,"First degree"
"9134",9134,"M","Performing arts",3,"TRANSPORTATION AND STORAGE",5,"INFORMATION AND COMMUNICATION",1757,"First degree"
"9135",9135,"M","Performing arts",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1920,"First degree"
"9136",9136,"M","Performing arts",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"TRANSPORTATION AND STORAGE",1002,"First degree"
"9137",9137,"M","Pharmacology, toxicology and pharmacy",3,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",89,"First degree"
"9138",9138,"M","Pharmacology, toxicology and pharmacy",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",563,"First degree"
"9139",9139,"M","Pharmacology, toxicology and pharmacy",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"EDUCATION",2068,"First degree"
"9140",9140,"M","Pharmacology, toxicology and pharmacy",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"MANUFACTURING",1357,"First degree"
"9141",9141,"M","Pharmacology, toxicology and pharmacy",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",2045,"First degree"
"9142",9142,"M","Pharmacology, toxicology and pharmacy",3,"EDUCATION",5,"INFORMATION AND COMMUNICATION",588,"First degree"
"9143",9143,"M","Pharmacology, toxicology and pharmacy",3,"EDUCATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",885,"First degree"
"9144",9144,"M","Pharmacology, toxicology and pharmacy",3,"EDUCATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2159,"First degree"
"9145",9145,"M","Pharmacology, toxicology and pharmacy",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",91,"First degree"
"9146",9146,"M","Pharmacology, toxicology and pharmacy",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",2422,"First degree"
"9147",9147,"M","Pharmacology, toxicology and pharmacy",3,"INFORMATION AND COMMUNICATION",5,"TRANSPORTATION AND STORAGE",823,"First degree"
"9148",9148,"M","Pharmacology, toxicology and pharmacy",3,"INFORMATION AND COMMUNICATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",50,"First degree"
"9149",9149,"M","Pharmacology, toxicology and pharmacy",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"MANUFACTURING",2626,"First degree"
"9150",9150,"M","Pharmacology, toxicology and pharmacy",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1046,"First degree"
"9151",9151,"M","Pharmacology, toxicology and pharmacy",3,"TRANSPORTATION AND STORAGE",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3286,"First degree"
"9152",9152,"M","Pharmacology, toxicology and pharmacy",3,"TRANSPORTATION AND STORAGE",5,"TRANSPORTATION AND STORAGE",1502,"First degree"
"9153",9153,"M","Pharmacology, toxicology and pharmacy",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"EDUCATION",1941,"First degree"
